"Date","Total Units","On Rent","Available","Avail.Manheim","Deactivated","Reserved","In Bodyshop","In Maintenance","Awaiting Maint","In Transit Close RA","In Transit Open RA","Missing","Pending Reg","Hold for Sale","Auction","Sold","Total Asset Utilization","Availability Utilization","Fleet Utilization"
"05/13/2023","1191","389","261","4","0","92","9","1","0","2","0","1","19","18","48","295","32.66%","33%","30.31%"
